Date,Ticker,Stock Name,Open,High,Low,Close,Volume
2024-01-08,TSLA,Tesla,236.13999938964844,241.25,235.3000030517578,240.4499969482422,85166600
2024-01-09,AAPL,Apple,183.02335798455337,184.24735728099782,181.83915700040632,184.23741149902344,42841800
2024-01-09,MC.PA,LVMH,678.4363009336474,682.5581594551722,667.1502925458193,668.0335693359375,316477
2024-01-09,NVDA,NVIDIA,52.38614999154251,54.30960449650358,51.67534914710015,53.12493896484375,773100000
2024-01-09,TSLA,Tesla,238.11000061035156,238.9600067138672,232.0399932861328,234.9600067138672,96705700
2024-01-10,AAPL,Apple,183.45127673118873,185.49127057687537,183.02336513916433,185.2823028564453,46792900
2024-01-10,MC.PA,LVMH,671.1740482909003,675.6884277701204,668.1316969901934,670.290771484375,330019
2024-01-10,NVDA,NVIDIA,53.600805409377045,54.58452387215592,53.473838688120914,54.3345947265625,533796000
2024-01-10,TSLA,Tesla,235.10000610351562,235.5,231.2899932861328,233.94000244140625,91628500
2024-01-11,AAPL,Apple,185.63057672110963,186.13810009590225,182.7248140769861,184.68521118164062,49128400
2024-01-11,MC.PA,LVMH,676.0809697322729,677.1604769676733,659.4954210467774,659.6917114257812,401115
2024-01-11,NVDA,NVIDIA,54.983413122715525,55.33031490047268,53.544821777629075,54.806461334228516,596759000
2024-01-11,TSLA,Tesla,230.57000732421875,230.92999267578125,225.3699951171875,227.22000122070312,105873600
2024-01-12,AAPL,Apple,185.1529277118819,185.8296205077815,184.2871739488164,185.01361083984375,40444700
2024-01-12,MC.PA,LVMH,647.718704746383,657.4345092773438,635.549420273201,657.4345092773438,518369
2024-01-12,NVDA,NVIDIA,54.60451388829729,54.9544169497117,54.31459900309948,54.694488525390625,352994000
2024-01-12,TSLA,Tesla,220.0800018310547,225.33999633789062,217.14999389648438,218.88999938964844,122889000
2024-01-15,MC.PA,LVMH,657.1400794661829,659.2991539125193,653.5089768739533,656.74755859375,237797
2024-01-16,AAPL,Apple,181.27193705900044,183.361690026594,180.04792262326768,182.73477172851562,65603000
2024-01-16,MC.PA,LVMH,651.8405899808996,654.5884756499219,648.7982387871054,653.9014892578125,302654
2024-01-16,NVDA,NVIDIA,55.0024083735072,56.81889092877514,54.88444178651728,56.36602020263672,449580000
2024-01-16,TSLA,Tesla,215.10000610351562,223.49000549316406,212.17999267578125,219.91000366210938,115355000
2024-01-17,AAPL,Apple,180.3862988523529,182.03819468263436,179.42102646331548,181.78941345214844,47317400
2024-01-17,MC.PA,LVMH,644.1857385283122,646.442928168642,632.0164536595732,635.3532104492188,512431
2024-01-17,NVDA,NVIDIA,56.33102857407022,56.45499397545113,54.7244856339136,56.037113189697266,474394000
2024-01-17,TSLA,Tesla,214.86000061035156,215.6699981689453,212.00999450683594,215.5500030517578,103164400
2024-01-18,AAPL,Apple,185.18277784532793,188.21791164443712,184.9240508532924,187.7104034423828,78005800
2024-01-18,MC.PA,LVMH,657.5327058814004,661.163868625107,643.596926105224,651.0555419921875,625730
2024-01-18,NVDA,NVIDIA,57.24376919648356,57.58367298328111,56.091096111773396,57.09081268310547,491650000
2024-01-18,TSLA,Tesla,216.8800048828125,217.4499969482422,208.74000549316406,211.8800048828125,108595400
2024-01-19,AAPL,Apple,188.4069897270921,191.01421197583775,187.89948151982946,190.62611389160156,68741000
2024-01-19,MC.PA,LVMH,655.7661200863394,656.6493369112775,641.3396462848992,647.1298828125,341063
2024-01-19,NVDA,NVIDIA,57.97256314934655,59.48313648762257,57.20877974353174,59.47414016723633,543501000
2024-01-19,TSLA,Tesla,209.99000549316406,213.19000244140625,207.55999755859375,212.19000244140625,102095800
2024-01-22,AAPL,Apple,191.36250312836654,194.37773007418247,191.3226896328841,192.9447479248047,60133900
2024-01-22,MC.PA,LVMH,654.5885028147619,657.8270846269155,646.7373663492176,650.5648193359375,307905
2024-01-22,NVDA,NVIDIA,60.03198493965909,60.31390653007221,59.05326224717301,59.6370964050293,452955000
2024-01-22,TSLA,Tesla,212.25999450683594,217.8000030517578,206.27000427246094,208.8000030517578,117952500
2024-01-23,AAPL,Apple,194.06926140547006,194.79569832767794,192.88506035011693,194.2284698486328,42355600
2024-01-23,MC.PA,LVMH,657.5326511671608,659.2010295753784,652.1349950754901,657.9252319335938,346518
2024-01-23,NVDA,NVIDIA,59.553117790794914,59.89302158867447,58.568396325749006,59.85603332519531,294654000
2024-01-23,TSLA,Tesla,211.3000030517578,215.64999389648438,207.75,209.13999938964844,106605900
2024-01-24,AAPL,Apple,194.4672860626603,195.42261254918643,193.39254945946814,193.55177307128906,53631300
2024-01-24,MC.PA,LVMH,657.1400316238445,676.5716403267601,657.0419163877335,670.6832885742188,525671
2024-01-24,NVDA,NVIDIA,60.286909507412325,62.83118637351858,59.92101211022401,61.344608306884766,560271000
2024-01-24,TSLA,Tesla,211.8800048828125,212.72999572753906,206.77000427246094,207.8300018310547,123369900
2024-01-25,AAPL,Apple,194.2682881337411,195.31317233681816,192.1685739447696,193.22340393066406,54822100
2024-01-25,MC.PA,LVMH,672.2535069832396,676.1790749072293,664.4023711352602,672.5479125976562,388550
2024-01-25,NVDA,NVIDIA,62.33232318139365,62.701221870372564,60.83274840897568,61.59953308105469,482777000
2024-01-25,TSLA,Tesla,189.6999969482422,193.0,180.05999755859375,182.6300048828125,198076800
2024-01-26,AAPL,Apple,193.3229207532571,193.81052224173547,191.0042778879994,191.48193359375,44594000
2024-01-26,MC.PA,LVMH,718.3789829368403,765.3876862445235,715.2385163867413,758.7141723632812,1519188
2024-01-26,NVDA,NVIDIA,60.942723367823895,61.765491995354566,60.555835817733005,61.013702392578125,390309000
2024-01-26,TSLA,Tesla,185.5,186.77999877929688,182.10000610351562,183.25,107343200
2024-01-29,AAPL,Apple,191.07392183626405,191.2629979920715,188.65577567784422,190.7952880859375,47145600
2024-01-29,MC.PA,LVMH,755.1811604919577,765.0931959486552,753.5127820756401,761.8546142578125,489398
2024-01-29,NVDA,NVIDIA,61.21464389448456,62.47128760142016,60.88973905781223,62.447296142578125,348733000
2024-01-29,TSLA,Tesla,185.6300048828125,191.47999572753906,183.6699981689453,190.92999267578125,125013100
2024-01-30,AAPL,Apple,190.00913152540437,190.86493945980703,186.55604725857967,187.12326049804688,55859400
2024-01-30,MC.PA,LVMH,763.6210945867421,771.1778249997417,759.9899920903604,767.4485473632812,353778
2024-01-30,NVDA,NVIDIA,62.882170242946835,63.475000640687924,62.242348470682806,62.756202697753906,410735000
2024-01-30,TSLA,Tesla,195.3300018310547,196.36000061035156,190.61000061035156,191.58999633789062,109982300
